stage,drug,target
late,quiflapon,ALOX5AP|ALOX5
late,tenidap,ALOX5|KCNJ4|PTGS1
late,amitriptyline,SLC6A2|SLC6A4|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|HTR6|CYP2C19|CYP3A5|SCN4A|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRB1|ADRB2|ADRB3|HRH2|HRH4|HTR1A|HTR1B|HTR1D|HTR2A|HTR2C|HTR7|KCNA1|KCND2|KCND3|KCNQ2|KCNQ3|NTRK1|NTRK2|OPRD1|OPRK1|OPRM1|SIGMAR1
late,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
late,lapatinib,EGFR|ERBB2|CYP3A5
late,ispinesib,KIF11
late,lapatinib,EGFR|ERBB2|CYP3A5
late,calcifediol,VDR
late,lylamine,CNR1
late,sertindole,DRD2|HTR2A|HTR2C|ADRA1A|ADRA1B|ADRA1D|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR6|KCNH2
late,progesterone,PGR|CYP17A1|NR3C2|CYP2C19|CATSPER1|CATSPER2|CATSPER3|CATSPER4|ESR1|OPRK1|TRPC5
late,importazole,KPNB1
late,albendazole,CYP1A2|CYP2J2|TUBA1A|TUBB|TUBB4B
late,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,cytarabine,POLA1|POLB|POLD1|POLE
late,ubenimex,LTA4H|ANPEP|RNPEP
late,pasireotide,SSTR1|SSTR2|SSTR3|SSTR5|GH1
late,bisbenzimide,TOP1
late,pitavastatin,HMGCR|APOA1|CYP2C8
late,sonidegib,SMO
late,sirolimus,MTOR|FKBP1A|CCR5|FGF2
late,calcitriol,VDR|CYP3A5
late,pemetrexed,TYMS|DHFR|GART|SLC22A8|ATIC
late,teniposide,TOP2A|CYP3A5|TOP2B
late,chaetocin,SUV39H1
late,sonidegib,SMO
late,mevastatin,HMGCR
late,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,disulfiram,ALDH2|ALDH1A2|ALDH5A1|ALDH7A1|CYP2E1|DNMT1|TRPA1|DBH
late,ryuvidine,CDK4|CDK2
late,adarotene,RARG|RARA|RARB
late,fenbendazole,CYP2C19|CYP2D6|CYP2J2|CYP3A4|TUBB
late,midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
late,cladribine,ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B
late,docetaxel,TUBB|BCL2|MAP2|MAP4|MAPT|NR1I2|TUBB1
late,camptothecin,TOP1|HIF1A
late,methylnaltrexone,OPRM1|OPRK1|OPRD1
late,bisbenzimide,TOP1
late,vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
late,tacedinaline,HDAC1
late,triciribine,AKT1|AKT2|AKT3
late,alisertib,AURKA
late,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
late,disulfiram,ALDH2|ALDH1A2|ALDH5A1|ALDH7A1|CYP2E1|DNMT1|TRPA1|DBH
late,ziprasidone,DRD2|HTR2A|HTR1A|HTR1D|HRH1|HTR1B|HTR1E|HTR2C|HTR7|ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD3|DRD4|DRD5|HTR3A|HTR6|SLC6A4
late,terazosin,ADRA1D|ADRA1A|ADRA1B|KCNH2|KCNH6|KCNH7
late,fluvastatin,HMGCR|CYP2C8
late,betamethasone-valerate,NR3C1
late,cladribine,ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B
late,calcitriol,VDR|CYP3A5
late,cerivastatin,HMGCR
late,arbidol,CYP2C19|CYP2E1|CYP3A5|CYP3A4
late,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
late,idarubicin,TOP2A
late,proscillaridin,ATP1A1
late,vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
late,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,saquinavir,CYP3A5|CYP3A4
late,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
late,nutlin-3,MDM2|TP53
late,salermide,SIRT1|SIRT2
late,olmesartan-medoxomil,AGTR1
late,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
late,curcumin,PTGS1|PTGS2|CCND1|DNMT1|G6PC|MAPT|APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|XDH
late,bufalin,ATP1A1
late,calmidazolium,ATP2B1|PDE1A
late,midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
late,delanzomib,CMA1|CTSG|CYP3A4|ELANE
late,bosutinib,ABL1|SRC|BCR|LYN|CAMK2G|HCK|CAMK1D|CDK2|FRK|FYN|MAP2K1|MAP2K2|MAP3K2|MAP4K5|STK10|STK24|STK4|TNK2|TXK
late,fluphenazine,DRD2|DRD1|CHRNA7|CALM1|DRD5|HRH1|HTR2A|HTR6|HTR7
late,prazosin,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CDK1|KCNH2|KCNH6|KCNH7
late,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
late,pimozide,DRD2|DRD3|HTR2A|CACNA1I|CALM1|DRD1|DRD4|DRD5|HRH1|HTR1A|KCNA10|KCNH2
late,raltitrexed,TYMS|FPGS
late,digitoxigenin,ATP1A1
late,cerulenin,FASN
late,devazepide,CCKAR
late,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
late,dorsomorphin,ACVR1|BMPR1A|BMPR1B|EPHA2|FKBP1A|FLT1|FLT3|KDR|LCK|MKNK1|PRKAA1|RPS6KA1|SRC
late,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
late,ryuvidine,CDK4|CDK2
late,taselisib,PIK3CA|PIK3CB|PIK3CD|PIK3CG
late,importazole,KPNB1
late,danazol,GNRHR|ESR1|CYP2C8|TNF|AR|CCL2|GNRHR2|PGR
late,withaferin-a,IKBKB|NAMPT
late,salermide,SIRT1|SIRT2
late,irinotecan,TOP1|CYP3A5|TOP1MT
late,everolimus,MTOR|CYP3A5|FKBP1A
late,withaferin-a,IKBKB|NAMPT
late,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
late,ryuvidine,CDK4|CDK2
late,cinobufagin,ATP1A1
late,withaferin-a,IKBKB|NAMPT
late,idarubicin,TOP2A
late,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
late,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
late,ryuvidine,CDK4|CDK2
late,penfluridol,DRD1|DRD2|CACNA1G
late,penfluridol,DRD1|DRD2|CACNA1G
late,lonafarnib,FNTA|HRAS|KRAS|NRAS
late,ceritinib,ALK|FLT3|IGF1R|INSR|TSSK1B
late,mozavaptan,AVPR2|AVPR1A|AVPR1B
late,everolimus,MTOR|CYP3A5|FKBP1A
late,importazole,KPNB1
late,perhexiline,CPT1A|CPT2
late,exemestane,CYP19A1
late,manumycin-a,FNTA|IKBKB
late,mepacrine,TP53|AKT1|MTOR|NFKB1|PLA2G2A|PLA2G2D|PLA2G1B|PLA2G4A|PLA2G6|PLCL1
late,pifithrin-mu,HSPA1A|TP53
late,proscillaridin,ATP1A1
late,testosterone-propionate,AR
late,irinotecan,TOP1|CYP3A5|TOP1MT
late,bufalin,ATP1A1
late,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
late,gemcitabine,RRM1|CMPK1|RRM2|TYMS
late,flecainide,SCN5A|KCNA5|KCNA7|SCN4A
late,ingenol-mebutate,PRKCD|PRKCA|PRKCB|PRKCE|PRKCG
late,etoposide,TOP2A|TOP2B|CYP2E1|CYP3A5
late,urapidil,HTR1A
late,rigosertib,PLK1|MCL1
late,carbamazepine,SCN1A|SCN3A|SCN5A|ABCB1|CYP1A2|CYP3A4|SCN10A|SCN11A|SCN2A|SCN4A|SCN7A|SCN8A|SCN9A
late,etoposide,TOP2A|TOP2B|CYP2E1|CYP3A5
late,ubenimex,LTA4H|ANPEP|RNPEP
late,dabrafenib,BRAF|CYP2B6|CYP2C19|CYP2C8|CYP3A4|LIMK1|NEK11|RAF1|SIK1
late,delanzomib,CMA1|CTSG|CYP3A4|ELANE
late,golvatinib,MET|KDR
late,griseofulvin,KRT12
late,spiramide,HTR2A|HTR1A
late,dexketoprofen,PTGS2|PTGS1
late,valrubicin,TOP2A
late,amsacrine,TOP2A|KCNH2
late,rociletinib,EGFR
late,malonoben,EGFR
late,dacinostat,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,cytarabine,POLA1|POLB|POLD1|POLE
late,bisbenzimide,TOP1
late,rociletinib,EGFR
late,wortmannin,PLK1|PIK3CA|PIK3CG|ATM|ATR|MTOR|PLK3|PI4KA|PI4KB|PIK3CD|PIK3R1|PRKDC
late,epoxycholesterol,NR1H3|NR1H2
late,bazedoxifene,ESR1|ESR2
late,sotrastaurin,PRKCA|PRKCB|PRKCQ|PRKCD|PRKCE|PRKCH
late,quiflapon,ALOX5AP|ALOX5
late,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
late,thapsigargin,ATP2A1
late,carfilzomib,PSMB1|PSMB10|PSMB2|PSMB5|PSMB8|PSMB9|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7
late,dicoumarol,VKORC1|NQO1|CRYZ
late,sonidegib,SMO
late,withaferin-a,IKBKB|NAMPT
late,voapaxar,F2R
late,barasertib-HQPA,AURKB|AURKC|AURKA
late,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
late,mozavaptan,AVPR2|AVPR1A|AVPR1B
late,chaetocin,SUV39H1
late,gemcitabine,RRM1|CMPK1|RRM2|TYMS
late,dapagliflozin,SLC5A2|SLC5A1
late,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,docetaxel,TUBB|BCL2|MAP2|MAP4|MAPT|NR1I2|TUBB1
late,fingolimod,S1PR1|S1PR5|S1PR3|S1PR4|CYP2E1|CYP4F2|SPHK1
late,prazosin,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CDK1|KCNH2|KCNH6|KCNH7
late,fulvestrant,ESR1|EPHX2|ESR2|GPER1
late,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
late,rhodomyrtoxin-b,SLCO1B3
late,nutlin-3,MDM2|TP53
late,ryuvidine,CDK4|CDK2
late,cabazitaxel,CYP2C8|CYP3A5|SLCO1B3|TUBA4A|TUBB|TUBB1
late,paricalcitol,VDR|PTH
late,aminopurvalanol-a,CDK2|CDK1|CDK5|CDK6
late,calmidazolium,ATP2B1|PDE1A
late,amitriptyline,SLC6A2|SLC6A4|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|HTR6|CYP2C19|CYP3A5|SCN4A|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRB1|ADRB2|ADRB3|HRH2|HRH4|HTR1A|HTR1B|HTR1D|HTR2A|HTR2C|HTR7|KCNA1|KCND2|KCND3|KCNQ2|KCNQ3|NTRK1|NTRK2|OPRD1|OPRK1|OPRM1|SIGMAR1
late,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
late,cinobufagin,ATP1A1
late,cabozantinib,KDR|MET|FLT3|KIT|RET|TEK|CYP2C19
late,fingolimod,S1PR1|S1PR5|S1PR3|S1PR4|CYP2E1|CYP4F2|SPHK1
late,hyperforin,NR1I2|ALOX5|PTGS1
late,sodium-butyrate,HDAC1|BCHE|FFAR2|FFAR3|HDAC2|HDAC3|HDAC8
late,fluticasone,NR3C1|PGR
late,fluspirilene,DRD2|HTR2A|CACNG1|HRH1|HTR1A|HTR1D|HTR1E
late,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
late,halcinonide,NR3C1
late,fulvestrant,ESR1|EPHX2|ESR2|GPER1
late,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
late,voxtalisib,MTOR|PIK3CA
late,ceritinib,ALK|FLT3|IGF1R|INSR|TSSK1B
late,tranylcypromine,MAOA|MAOB|KDM1A|CYP2A6
late,dorsomorphin,ACVR1|BMPR1A|BMPR1B|EPHA2|FKBP1A|FLT1|FLT3|KDR|LCK|MKNK1|PRKAA1|RPS6KA1|SRC
late,tivantinib,MET
late,paricalcitol,VDR|PTH
late,bosutinib,ABL1|SRC|BCR|LYN|CAMK2G|HCK|CAMK1D|CDK2|FRK|FYN|MAP2K1|MAP2K2|MAP3K2|MAP4K5|STK10|STK24|STK4|TNK2|TXK
late,fraxidin,CA12
late,bufalin,ATP1A1
late,niclosamide,STAT3
late,proscillaridin,ATP1A1
late,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
late,cladribine,ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B
late,nilotinib,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA
late,midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
late,atorvastatin,HMGCR|DPP4|CYP3A5|FASLG|AHR
late,resminostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8
late,strophanthidin,ATP1A1
late,terbinafine,CYP2C19|CYP2C8|SQLE
late,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
late,digitoxin,ATP1A1
late,calmidazolium,ATP2B1|PDE1A
late,digitoxin,ATP1A1
late,calcifediol,VDR
late,ryuvidine,CDK4|CDK2
late,withaferin-a,IKBKB|NAMPT
late,pemetrexed,TYMS|DHFR|GART|SLC22A8|ATIC
late,flubendazole,TUBB
late,meisoindigo,STAT3
late,cladribine,ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B
late,sirolimus,MTOR|FKBP1A|CCR5|FGF2
late,molsidomine,GUCY1A3
late,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
late,fluspirilene,DRD2|HTR2A|CACNG1|HRH1|HTR1A|HTR1D|HTR1E
late,lomitapide,MTTP|CYP2B6|CYP2C19|CYP2C8
late,lylamine,CNR1
late,adarotene,RARG|RARA|RARB
late,dasatinib,ABL1|FYN|LCK|SRC|KIT|YES1|EPHA2|LYN|PDGFRB|BCR|BTK|DDR1|DDR2|PDGFRA|ABL2|BLK|FGR|FRK|HCK|SRMS|STAT5B
late,albendazole,CYP1A2|CYP2J2|TUBA1A|TUBB|TUBB4B
late,mepivacaine,SCN9A|SCN10A
late,quiflapon,ALOX5AP|ALOX5
late,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
late,givinostat,HDAC2|IL1B|IL1R2|IL6R|TNF|HDAC1|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,dolastatin-10,TUBB
late,protriptyline,SLC6A2|SLC6A4
late,raltitrexed,TYMS|FPGS
late,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
late,pitavastatin,HMGCR|APOA1|CYP2C8
late,budesonide,NR3C1|CYP3A5|CYP3A7
late,bufalin,ATP1A1
late,pentobarbital,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CHRNA4|CHRNA7|GRIA2|GRIK2|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B
late,bisbenzimide,TOP1
late,disulfiram,ALDH2|ALDH1A2|ALDH5A1|ALDH7A1|CYP2E1|DNMT1|TRPA1|DBH
late,salermide,SIRT1|SIRT2
late,strophanthidin,ATP1A1
late,docetaxel,TUBB|BCL2|MAP2|MAP4|MAPT|NR1I2|TUBB1
late,disulfiram,ALDH2|ALDH1A2|ALDH5A1|ALDH7A1|CYP2E1|DNMT1|TRPA1|DBH
late,ispinesib,KIF11
late,beclomethasone-dipropionate,NR3C1|CYP3A5|ADGRG3
late,betamethasone-valerate,NR3C1
late,apixaban,F10|CYP2C19|CYP2C8|CYP2J2
late,palbociclib,CDK4|CDK6|CCND3
late,lomerizine,ABCB1|CACNA1B|SCN5A
late,ivermectin,CHRNA7|GABRB3|GLRA3|P2RX7
late,saquinavir,CYP3A5|CYP3A4
late,enzastaurin,PRKCB|AKT1|GSK3B|PRKCA|PRKCD|PRKCG
late,bepridil,CACNA1C|SCN5A|ATP1A1|CACNA1A|CACNA1H|CACNA2D2|CALM1|KCNQ1|KCNQ4|PDE1A|PDE1B|TNNC1
late,idarubicin,TOP2A
late,quizartinib,FLT3|CSF1R|KIT|RET|PDGFRA|PDGFRB
late,camptothecin,TOP1|HIF1A
late,vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
late,withaferin-a,IKBKB|NAMPT
late,idarubicin,TOP2A
late,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
late,inositol,CDIPT|GBA
late,cerulenin,FASN
late,inositol,CDIPT|GBA
late,everolimus,MTOR|CYP3A5|FKBP1A
late,losartan,AGTR1
late,calyculin,PPP1CA|PPP2CA
late,mevastatin,HMGCR
late,levomequitazine,HRH1|HRH4|PDE4A
late,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
late,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
late,pazopanib,KDR|KIT|FLT1|FLT4|PDGFRB|PDGFRA|BRAF|CYP2B6|CYP2C8|CYP2E1|DDR2|CSF1R|FGF1|FGFR1|FGFR3|ITK|SH2B3
late,doxorubicin,TOP2A
late,ryuvidine,CDK4|CDK2
late,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
late,calcitriol,VDR|CYP3A5
late,withaferin-a,IKBKB|NAMPT
late,inositol,CDIPT|GBA
late,pasireotide,SSTR1|SSTR2|SSTR3|SSTR5|GH1
late,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
late,lapatinib,EGFR|ERBB2|CYP3A5
late,mepireserpate,SLC18A2|SLC18A1
late,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,nelfinavir,CYP2C19|CYP3A7|CYP3A5|CYP1A2|CYP2B6|CYP2C9|CYP2D6|CYP3A4
late,floxuridine,TYMS
late,dexniguldipine,CALM1|PRKCA|ADORA3
late,triciribine,AKT1|AKT2|AKT3
late,teniposide,TOP2A|CYP3A5|TOP2B
late,methylnaltrexone,OPRM1|OPRK1|OPRD1
late,azilsartan-medoxomil,AGTR2|INS|AGTR1
late,curcumin,PTGS1|PTGS2|CCND1|DNMT1|G6PC|MAPT|APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|XDH
late,barasertib-HQPA,AURKB|AURKC|AURKA
late,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
late,calmidazolium,ATP2B1|PDE1A
late,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,cinobufagin,ATP1A1
late,devazepide,CCKAR
late,asiatic-acid,PYGM
late,midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
late,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
late,ingenol-mebutate,PRKCD|PRKCA|PRKCB|PRKCE|PRKCG
late,progesterone,PGR|CYP17A1|NR3C2|CYP2C19|CATSPER1|CATSPER2|CATSPER3|CATSPER4|ESR1|OPRK1|TRPC5
late,tenidap,ALOX5|KCNJ4|PTGS1
late,lomefloxacin,TOP2A
late,digitoxigenin,ATP1A1
late,dexniguldipine,CALM1|PRKCA|ADORA3
late,triclosan,DNMT1
late,sertindole,DRD2|HTR2A|HTR2C|ADRA1A|ADRA1B|ADRA1D|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR6|KCNH2
late,importazole,KPNB1
late,calcitriol,VDR|CYP3A5
late,devazepide,CCKAR
late,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,arbidol,CYP2C19|CYP2E1|CYP3A5|CYP3A4
late,withaferin-a,IKBKB|NAMPT
late,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
late,calcitriol,VDR|CYP3A5
late,calyculin,PPP1CA|PPP2CA
late,darapladib,PLA2G7
late,alisertib,AURKA
late,resminostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8
late,ryuvidine,CDK4|CDK2
late,pimozide,DRD2|DRD3|HTR2A|CACNA1I|CALM1|DRD1|DRD4|DRD5|HRH1|HTR1A|KCNA10|KCNH2
late,salermide,SIRT1|SIRT2
late,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
late,niguldipine,ADRA1A|CACNA1C
late,fenretinide,RARA|CYP2C8|CYP3A5|RARG
late,penfluridol,DRD1|DRD2|CACNA1G
late,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,scriptaid,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,rotenone,MT-ND1
late,perphenazine,DRD2|CALM1|DRD1|HRH1|HTR2A|HTR2C|HTR6|HTR7
late,delanzomib,CMA1|CTSG|CYP3A4|ELANE
late,lapatinib,EGFR|ERBB2|CYP3A5
late,mozavaptan,AVPR2|AVPR1A|AVPR1B
late,fluphenazine,DRD2|DRD1|CHRNA7|CALM1|DRD5|HRH1|HTR2A|HTR6|HTR7
late,terazosin,ADRA1D|ADRA1A|ADRA1B|KCNH2|KCNH6|KCNH7
late,nutlin-3,MDM2|TP53
late,fluvastatin,HMGCR|CYP2C8
late,elesclomol,TOP2A|HSPA1A
late,cerivastatin,HMGCR
late,voxtalisib,MTOR|PIK3CA
late,ziprasidone,DRD2|HTR2A|HTR1A|HTR1D|HRH1|HTR1B|HTR1E|HTR2C|HTR7|ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD3|DRD4|DRD5|HTR3A|HTR6|SLC6A4
late,digitoxigenin,ATP1A1
late,vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
late,importazole,KPNB1
late,malonoben,EGFR
late,sonidegib,SMO
late,penfluridol,DRD1|DRD2|CACNA1G
late,tacedinaline,HDAC1
late,danazol,GNRHR|ESR1|CYP2C8|TNF|AR|CCL2|GNRHR2|PGR
late,importazole,KPNB1
late,ceritinib,ALK|FLT3|IGF1R|INSR|TSSK1B
late,salermide,SIRT1|SIRT2
late,fenbendazole,CYP2C19|CYP2D6|CYP2J2|CYP3A4|TUBB
late,penfluridol,DRD1|DRD2|CACNA1G
late,taselisib,PIK3CA|PIK3CB|PIK3CD|PIK3CG
late,ryuvidine,CDK4|CDK2
late,lomitapide,MTTP|CYP2B6|CYP2C19|CYP2C8
late,lonafarnib,FNTA|HRAS|KRAS|NRAS
late,everolimus,MTOR|CYP3A5|FKBP1A
late,olmesartan-medoxomil,AGTR1
late,perhexiline,CPT1A|CPT2
late,ryuvidine,CDK4|CDK2
late,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
late,calyculin,PPP1CA|PPP2CA
late,pifithrin-mu,HSPA1A|TP53
late,calmidazolium,ATP2B1|PDE1A
late,calmidazolium,ATP2B1|PDE1A
late,cinobufagin,ATP1A1
late,bufalin,ATP1A1
late,rigosertib,PLK1|MCL1
late,urapidil,HTR1A
late,delanzomib,CMA1|CTSG|CYP3A4|ELANE
late,tivantinib,MET
late,cabazitaxel,CYP2C8|CYP3A5|SLCO1B3|TUBA4A|TUBB|TUBB1
late,dexketoprofen,PTGS2|PTGS1
late,golvatinib,MET|KDR
late,paricalcitol,VDR|PTH
late,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
late,mepacrine,TP53|AKT1|MTOR|NFKB1|PLA2G2A|PLA2G2D|PLA2G1B|PLA2G4A|PLA2G6|PLCL1
late,flubendazole,TUBB
late,barasertib-HQPA,AURKB|AURKC|AURKA
late,ubenimex,LTA4H|ANPEP|RNPEP
late,flecainide,SCN5A|KCNA5|KCNA7|SCN4A
late,withaferin-a,IKBKB|NAMPT
late,fraxidin,CA12
late,inositol,CDIPT|GBA
late,testosterone-propionate,AR
late,fluticasone,NR3C1|PGR
late,carfilzomib,PSMB1|PSMB10|PSMB2|PSMB5|PSMB8|PSMB9|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7
late,mepivacaine,SCN9A|SCN10A
late,strophanthidin,ATP1A1
late,cytarabine,POLA1|POLB|POLD1|POLE
late,chaetocin,SUV39H1
late,ispinesib,KIF11
late,sonidegib,SMO
